Data Extract Date,Overdose Death Year,Overdose Death Drug Class,Overdose Death Geography Level,Overdose Death FIPS,Overdose Death Geography Name,Overdose Death Health District,Overdose Death Count,"Overdose Death Rate per 100,000 Residents"
6/2/2025,2020,Any Opioids,Locality,51570,Colonial Heights City,Chesterfield,0,0
6/2/2025,2020,Any Opioids,Locality,51760,Richmond City,Richmond City,134,57.7
6/2/2025,2022,Heroin,Locality,51069,Frederick County,Lord Fairfax,0,0
6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51131,Northampton County,Eastern Shore,1,8.6
6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51067,Franklin County,West Piedmont,15,26.7
6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51700,Newport News City,Peninsula,33,18.4
6/2/2025,2022,Heroin,Locality,51045,Craig County,Alleghany,0,0
6/2/2025,2025†,Methadone,Locality,51019,Bedford County,Central Virginia,0,0
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51043,Clarke County,Lord Fairfax,5,34.2
6/2/2025,2022,Benzodiazepine,Locality,51037,Charlotte County,Piedmont,0,0
6/2/2025,2019,All-Drug,Locality,51043,Clarke County,Lord Fairfax,5,34.2
6/2/2025,2022,Methadone,Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0
6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51610,Falls Church City,Fairfax,0,0
6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51680,Lynchburg City,Central Virginia,3,3.7
6/2/2025,2020,Psychostimulant,Locality,51077,Grayson County,Mount Rogers,2,12.9
6/2/2025,2019,Methadone,Locality,51037,Charlotte County,Piedmont,0,0
6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51199,York County,Peninsula,0,0
6/2/2025,2022,Cocaine,Locality,51730,Petersburg City,Crater,16,52.6
6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51620,Franklin City,Western Tidewater,4,51.1
6/2/2025,2020,All-Drug,Locality,51029,Buckingham County,Piedmont,2,11.6
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51013,Arlington County,Arlington,23,9.6
6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51139,Page County,Lord Fairfax,1,4.2
6/2/2025,2024^,Any Opioids,Locality,51081,Greensville County,Crater,3,26.6
6/2/2025,2025†,Any Opioids,Locality,51061,Fauquier County,Rappahannock/Rapidan,*,*
6/2/2025,2024^,Benzodiazepine,Locality,51093,Isle of Wight County,Western Tidewater,1,2.7
6/2/2025,2022,Psychostimulant,Locality,51023,Botetourt County,Alleghany,5,14.9
6/2/2025,2023,Heroin,Locality,51183,Sussex County,Crater,0,0
6/2/2025,2019,All-Drug,Locality,51013,Arlington County,Arlington,17,7.2
6/2/2025,2020,Any Opioids,Locality,51171,Shenandoah County,Lord Fairfax,8,18.2
6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51147,Prince Edward County,Piedmont,0,0
6/2/2025,2021,Methadone,Locality,51045,Craig County,Alleghany,0,0
6/2/2025,2022,Psychostimulant,Locality,51073,Gloucester County,Three Rivers,5,13.3
6/2/2025,2019,Heroin,Locality,51105,Lee County,Lenowisco,0,0
6/2/2025,2023,Benzodiazepine,Locality,51183,Sussex County,Crater,0,0
6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51103,Lancaster County,Three Rivers,0,0
6/2/2025,2021,Methadone,Locality,51069,Frederick County,Lord Fairfax,5,5.5
6/2/2025,2020,Any Opioids,Locality,51139,Page County,Lord Fairfax,6,25.1
6/2/2025,2021,Psychostimulant,Locality,51115,Mathews County,Three Rivers,0,0
6/2/2025,2021,Cocaine,Locality,51135,Nottoway County,Piedmont,0,0
6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51680,Lynchburg City,Central Virginia,22,27
6/2/2025,2024^,Benzodiazepine,Locality,51683,Manassas City,Prince William,1,2.4
6/2/2025,2025†,All-Drug,Locality,51091,Highland County,Central Shenandoah,0,0
6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51187,Warren County,Lord Fairfax,21,51.9
6/2/2025,2024^,Any Opioids,Locality,51161,Roanoke County,Alleghany,15,15.9
6/2/2025,2021,All-Drug,Locality,51103,Lancaster County,Three Rivers,3,28.3
6/2/2025,2022,Any Opioids,Locality,51013,Arlington County,Arlington,21,8.7
6/2/2025,2022,Cocaine,Locality,51157,Rappahannock County,Rappahannock/Rapidan,2,27.5
6/2/2025,2021,Methadone,Locality,51141,Patrick County,West Piedmont,1,5.7
6/2/2025,2019,All-Drug,Locality,51011,Appomattox County,Central Virginia,1,6.3
6/2/2025,2022,Heroin,Locality,51037,Charlotte County,Piedmont,0,0
6/2/2025,2022,Any Opioids,Locality,51043,Clarke County,Lord Fairfax,4,27.4
6/2/2025,2019,Cocaine,Locality,51750,Radford City,New River,0,0
6/2/2025,2019,Cocaine,Locality,51011,Appomattox County,Central Virginia,0,0
6/2/2025,2024^,Heroin,Locality,51173,Smyth County,Mount Rogers,0,0
6/2/2025,2025†,Benzodiazepine,Locality,51071,Giles County,New River,0,0
6/2/2025,2025†,Cocaine,Locality,51091,Highland County,Central Shenandoah,0,0
6/2/2025,2020,Methadone,Locality,51520,Bristol City,Mount Rogers,0,0
6/2/2025,2022,Methadone,Locality,51061,Fauquier County,Rappahannock/Rapidan,1,1.4
6/2/2025,2025†,Psychostimulant,Locality,51199,York County,Peninsula,0,0
6/2/2025,2022,Psychostimulant,Locality,51091,Highland County,Central Shenandoah,0,0
6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51171,Shenandoah County,Lord Fairfax,4,9.2
6/2/2025,2025†,Benzodiazepine,Locality,51125,Nelson County,Blue Ridge,0,0
6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51023,Botetourt County,Alleghany,1,3
6/2/2025,2025†,Cocaine,Locality,51073,Gloucester County,Three Rivers,0,0
6/2/2025,2020,Any Opioids,Locality,51005,Alleghany County,Alleghany,3,20.4
6/2/2025,2020,Benzodiazepine,Locality,51149,Prince George County,Crater,0,0
6/2/2025,2019,All-Drug,Locality,51051,Dickenson County,Cumberland Plateau,7,48.9
6/2/2025,2019,Heroin,Locality,51580,Covington City,Alleghany,0,0
6/2/2025,2025†,All-Drug,Locality,51073,Gloucester County,Three Rivers,0,0
6/2/2025,2025†,Benzodiazepine,Locality,51735,Poquoson City,Peninsula,0,0
6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51085,Hanover County,Chickahominy,4,3.7
6/2/2025,2025†,Cocaine,Locality,51770,Roanoke City,Roanoke City,*,*
6/2/2025,2019,Cocaine,Locality,51051,Dickenson County,Cumberland Plateau,0,0
6/2/2025,2024^,Any Opioids,Locality,51670,Hopewell City,Crater,8,35.8
6/2/2025,2022,Methadone,Locality,51015,Augusta County,Central Shenandoah,1,1.3
6/2/2025,2022,Psychostimulant,Locality,51670,Hopewell City,Crater,8,35.8
6/2/2025,2024^,Heroin,Locality,51730,Petersburg City,Crater,3,9.9
6/2/2025,2022,Benzodiazepine,Locality,51085,Hanover County,Chickahominy,1,0.9
6/2/2025,2022,All-Drug,Locality,51999,Unknown,Unknown,4,N/A
6/2/2025,2022,All-Drug,Locality,51191,Washington County,Mount Rogers,17,31.7
6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51999,Unknown,Unknown,2,N/A
6/2/2025,2024^,Methadone,Locality,51690,Martinsville City,West Piedmont,0,0
6/2/2025,2022,All-Drug,Locality,51093,Isle of Wight County,Western Tidewater,15,39.8
6/2/2025,2019,All-Drug,Locality,51770,Roanoke City,Roanoke City,40,40.3
6/2/2025,2019,Benzodiazepine,Locality,51107,Loudoun County,Loudoun,7,1.7
6/2/2025,2024^,Psychostimulant,Locality,51590,Danville City,Pittsylvania/Danville,3,7.5
6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51580,Covington City,Alleghany,1,17.7
6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51149,Prince George County,Crater,1,2.6
6/2/2025,2025†,Cocaine,Locality,51183,Sussex County,Crater,0,0
6/2/2025,2022,Psychostimulant,Locality,51173,Smyth County,Mount Rogers,8,26.6
6/2/2025,2021,Methadone,Locality,51109,Louisa County,Blue Ridge,2,5.2
6/2/2025,2023,All-Drug,Locality,51530,Buena Vista City,Central Shenandoah,2,31.2
6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51033,Caroline County,Rappahannock,0,0
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51770,Roanoke City,Roanoke City,57,57.5
6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51179,Stafford County,Rappahannock,5,3.2
6/2/2025,2022,Cocaine,Locality,51191,Washington County,Mount Rogers,0,0
6/2/2025,2022,All-Drug,Locality,51059,Fairfax County,Fairfax,112,9.7
6/2/2025,2022,Methadone,Locality,51107,Loudoun County,Loudoun,1,0.2
6/2/2025,2024^,Benzodiazepine,Locality,51077,Grayson County,Mount Rogers,0,0
6/2/2025,2023,Cocaine,Locality,51530,Buena Vista City,Central Shenandoah,0,0
6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51640,Galax City,Mount Rogers,2,31.8
6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51111,Lunenburg County,Piedmont,0,0
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51595,Emporia City,Crater,5,95.1
6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51025,Brunswick County,Southside,0,0
6/2/2025,2023,Any Opioids,Locality,51113,Madison County,Rappahannock/Rapidan,2,15
6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51187,Warren County,Lord Fairfax,4,10
6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51720,Norton City,Lenowisco,0,0
6/2/2025,2023,Cocaine,Locality,51730,Petersburg City,Crater,18,59.1
6/2/2025,2025†,Any Opioids,Locality,51081,Greensville County,Crater,0,0
6/2/2025,2021,All-Drug,Locality,51029,Buckingham County,Piedmont,4,23.3
6/2/2025,2024^,Methadone,Locality,51019,Bedford County,Central Virginia,2,2.5
6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51029,Buckingham County,Piedmont,0,0
6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51550,Chesapeake City,Chesapeake,5,2
6/2/2025,2023,Benzodiazepine,Locality,51037,Charlotte County,Piedmont,2,16.9
6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51013,Arlington County,Arlington,23,9.6
6/2/2025,2021,Psychostimulant,Locality,51077,Grayson County,Mount Rogers,2,12.9
6/2/2025,2021,Any Opioids,Locality,51171,Shenandoah County,Lord Fairfax,7,15.9
6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51043,Clarke County,Lord Fairfax,0,0
6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51139,Page County,Lord Fairfax,3,12.5
6/2/2025,2022,Heroin,Locality,51183,Sussex County,Crater,0,0
6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51147,Prince Edward County,Piedmont,0,0
6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51199,York County,Peninsula,1,1.4
6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51620,Franklin City,Western Tidewater,4,51.1
6/2/2025,2024^,Any Opioids,Locality,51061,Fauquier County,Rappahannock/Rapidan,6,8.4
6/2/2025,2025†,Benzodiazepine,Locality,51093,Isle of Wight County,Western Tidewater,0,0
6/2/2025,2023,Methadone,Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0
6/2/2025,2023,Psychostimulant,Locality,51023,Botetourt County,Alleghany,7,20.8
6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51610,Falls Church City,Fairfax,0,0
6/2/2025,2022,Any Opioids,Locality,51101,King William County,Three Rivers,2,11.3
6/2/2025,2025†,Any Opioids,Locality,51111,Lunenburg County,Piedmont,0,0
6/2/2025,2021,All-Drug,Locality,51145,Powhatan County,Chesterfield,12,39.8
6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51025,Brunswick County,Southside,7,43.6
6/2/2025,2023,Methadone,Locality,51125,Nelson County,Blue Ridge,0,0
6/2/2025,2022,Psychostimulant,Locality,51157,Rappahannock County,Rappahannock/Rapidan,2,27.5
6/2/2025,2019,Any Opioids,Locality,51083,Halifax County,Southside,5,14.7
6/2/2025,2021,Methadone,Locality,51117,Mecklenburg County,Southside,0,0
6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51109,Louisa County,Blue Ridge,0,0
6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51145,Powhatan County,Chesterfield,6,20.2
6/2/2025,2025†,All-Drug,Locality,51600,Fairfax City,Fairfax,0,0
6/2/2025,2019,Heroin,Locality,51540,Charlottesville City,Blue Ridge,2,4.2
6/2/2025,2020,Methadone,Locality,51179,Stafford County,Rappahannock,1,0.6
6/2/2025,2023,Heroin,Locality,51155,Pulaski County,New River,0,0
6/2/2025,2020,Methadone,Locality,51570,Colonial Heights City,Chesterfield,0,0
6/2/2025,2023,Methadone,Locality,51735,Poquoson City,Peninsula,0,0
6/2/2025,2020,Any Opioids,Locality,51195,Wise County,Lenowisco,9,24.2
6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51169,Scott County,Lenowisco,2,9.3
6/2/2025,2020,All-Drug,Locality,51031,Campbell County,Central Virginia,15,27.1
6/2/2025,2024^,Any Opioids,Locality,51800,Suffolk City,Western Tidewater,10,10.6
6/2/2025,2020,Benzodiazepine,Locality,51073,Gloucester County,Three Rivers,2,5.3
6/2/2025,2024^,Heroin,Locality,51077,Grayson County,Mount Rogers,0,0
6/2/2025,2022,Psychostimulant,Locality,51683,Manassas City,Prince William,1,2.4
6/2/2025,2020,Psychostimulant,Locality,51137,Orange County,Rappahannock/Rapidan,1,2.7
6/2/2025,2022,Heroin,Locality,51085,Hanover County,Chickahominy,6,5.5
6/2/2025,2020,Any Opioids,Locality,51810,Virginia Beach City,Virginia Beach,101,22.4
6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51175,Southampton County,Western Tidewater,4,22.7
6/2/2025,2024^,Methadone,Locality,51063,Floyd County,New River,0,0
6/2/2025,2020,Any Opioids,Locality,51770,Roanoke City,Roanoke City,65,65.6
6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51540,Charlottesville City,Blue Ridge,0,0
6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51001,Accomack County,Eastern Shore,1,3.1
6/2/2025,2025†,Cocaine,Locality,51005,Alleghany County,Alleghany,0,0
6/2/2025,2025†,Any Opioids,Locality,51820,Waynesboro City,Central Shenandoah,0,0
6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51053,Dinwiddie County,Crater,8,27.9
6/2/2025,2021,Cocaine,Locality,51047,Culpeper County,Rappahannock/Rapidan,10,18.7
6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51163,Rockbridge County,Central Shenandoah,1,4.4
6/2/2025,2021,All-Drug,Locality,51047,Culpeper County,Rappahannock/Rapidan,22,41.1
6/2/2025,2025†,Heroin,Locality,51135,Nottoway County,Piedmont,0,0
6/2/2025,2023,Psychostimulant,Locality,51071,Giles County,New River,3,18
6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51119,Middlesex County,Three Rivers,3,28.4
6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51021,Bland County,Mount Rogers,0,0
6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51149,Prince George County,Crater,0,0
6/2/2025,2019,Heroin,Locality,51077,Grayson County,Mount Rogers,0,0
6/2/2025,2019,Methadone,Locality,51063,Floyd County,New River,0,0
6/2/2025,2025†,Psychostimulant,Locality,51740,Portsmouth City,Portsmouth,0,0
6/2/2025,2025†,Cocaine,Locality,51131,Northampton County,Eastern Shore,0,0
6/2/2025,2021,Benzodiazepine,Locality,51620,Franklin City,Western Tidewater,1,12.8
6/2/2025,2020,Methadone,Locality,51730,Petersburg City,Crater,0,0
6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51119,Middlesex County,Three Rivers,1,9.5
6/2/2025,2023,Benzodiazepine,Locality,51089,Henry County,West Piedmont,2,4
6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51083,Halifax County,Southside,2,5.9
6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51125,Nelson County,Blue Ridge,1,6.8
6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51163,Rockbridge County,Central Shenandoah,1,4.4
6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51179,Stafford County,Rappahannock,27,17.2
6/2/2025,2025†,All-Drug,Locality,51131,Northampton County,Eastern Shore,0,0
6/2/2025,2022,Heroin,Locality,51117,Mecklenburg County,Southside,0,0
6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51735,Poquoson City,Peninsula,4,32.6
6/2/2025,2025†,Heroin,Locality,51678,Lexington City,Central Shenandoah,0,0
6/2/2025,2020,Cocaine,Locality,51159,Richmond County,Three Rivers,0,0
6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51540,Charlottesville City,Blue Ridge,1,2.1
6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51033,Caroline County,Rappahannock,0,0
6/2/2025,2023,Heroin,Locality,51570,Colonial Heights City,Chesterfield,0,0
6/2/2025,2020,Psychostimulant,Locality,51021,Bland County,Mount Rogers,1,16
6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51175,Southampton County,Western Tidewater,0,0
6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51135,Nottoway County,Piedmont,2,13.1
6/2/2025,2021,Heroin,Locality,51147,Prince Edward County,Piedmont,0,0
6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51650,Hampton City,Hampton,0,0
6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51105,Lee County,Lenowisco,4,17.2
6/2/2025,2022,Cocaine,Locality,51081,Greensville County,Crater,3,26.6
6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51007,Amelia County,Piedmont,1,7.7
6/2/2025,2021,Methadone,Locality,51820,Waynesboro City,Central Shenandoah,0,0
6/2/2025,2019,All-Drug,Locality,51115,Mathews County,Three Rivers,0,0
6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51155,Pulaski County,New River,2,5.9
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51830,Williamsburg City,Peninsula,0,0
6/2/2025,2025†,Cocaine,Locality,51021,Bland County,Mount Rogers,0,0
6/2/2025,2020,All-Drug,Locality,51089,Henry County,West Piedmont,33,65.6
6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51171,Shenandoah County,Lord Fairfax,2,4.6
6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51171,Shenandoah County,Lord Fairfax,9,20.6
6/2/2025,2025†,Any Opioids,Locality,51085,Hanover County,Chickahominy,*,*
6/2/2025,2019,Psychostimulant,Locality,51103,Lancaster County,Three Rivers,0,0
6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51135,Nottoway County,Piedmont,0,0
6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51027,Buchanan County,Cumberland Plateau,6,29.1
6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51600,Fairfax City,Fairfax,2,8.5
6/2/2025,2020,Psychostimulant,Locality,51101,King William County,Three Rivers,1,5.7
6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51005,Alleghany County,Alleghany,0,0
6/2/2025,2021,Any Opioids,Locality,51023,Botetourt County,Alleghany,10,29.7
6/2/2025,2019,Any Opioids,Locality,51181,Surry County,Crater,1,15.6
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51115,Mathews County,Three Rivers,2,22.8
6/2/2025,2023,Any Opioids,Locality,51077,Grayson County,Mount Rogers,1,6.5
6/2/2025,2021,Methadone,Locality,51510,Alexandria City,Alexandria,1,0.6
6/2/2025,2019,Methadone,Locality,51041,Chesterfield County,Chesterfield,1,0.3
6/2/2025,2020,Any Opioids,Locality,51041,Chesterfield County,Chesterfield,107,29.9
6/2/2025,2023,Any Opioids,Locality,51187,Warren County,Lord Fairfax,9,22.2
6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51143,Pittsylvania County,Pittsylvania/Danville,4,6.7
6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51013,Arlington County,Arlington,25,10.4
6/2/2025,2019,Heroin,Locality,51175,Southampton County,Western Tidewater,1,5.7
6/2/2025,2025†,Methadone,Locality,51003,Albemarle County,Blue Ridge,0,0
6/2/2025,2025†,Heroin,Locality,51137,Orange County,Rappahannock/Rapidan,0,0
6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51053,Dinwiddie County,Crater,0,0
6/2/2025,2025†,Methadone,Locality,51009,Amherst County,Central Virginia,0,0
6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51043,Clarke County,Lord Fairfax,6,41
6/2/2025,2020,Cocaine,Locality,51740,Portsmouth City,Portsmouth,20,21
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51690,Martinsville City,West Piedmont,5,40.5
6/2/2025,2025†,Psychostimulant,Locality,51159,Richmond County,Three Rivers,0,0
6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51103,Lancaster County,Three Rivers,0,0
6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51139,Page County,Lord Fairfax,2,8.4
6/2/2025,2022,Any Opioids,Locality,51680,Lynchburg City,Central Virginia,24,29.4
6/2/2025,2019,Benzodiazepine,Locality,51057,Essex County,Three Rivers,0,0
6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51610,Falls Church City,Fairfax,0,0
6/2/2025,2023,Benzodiazepine,Locality,51085,Hanover County,Chickahominy,0,0
6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51999,Unknown,Unknown,2,N/A
6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51025,Brunswick County,Southside,0,0
6/2/2025,2025†,Heroin,Locality,51730,Petersburg City,Crater,0,0
6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51595,Emporia City,Crater,2,38
6/2/2025,2022,Cocaine,Locality,51530,Buena Vista City,Central Shenandoah,0,0
6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51179,Stafford County,Rappahannock,0,0
6/2/2025,2023,All-Drug,Locality,51059,Fairfax County,Fairfax,145,12.6
6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51111,Lunenburg County,Piedmont,0,0
6/2/2025,2022,Any Opioids,Locality,51113,Madison County,Rappahannock/Rapidan,0,0
6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51149,Prince George County,Crater,1,2.6
6/2/2025,2019,Methadone,Locality,51095,James City County,Peninsula,1,1.3
6/2/2025,2020,Methadone,Locality,51109,Louisa County,Blue Ridge,1,2.6
6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51640,Galax City,Mount Rogers,2,31.8
6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51001,Accomack County,Eastern Shore,2,6.2
6/2/2025,2023,Psychostimulant,Locality,51173,Smyth County,Mount Rogers,9,29.9
6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51770,Roanoke City,Roanoke City,58,58.6
6/2/2025,2023,All-Drug,Locality,51093,Isle of Wight County,Western Tidewater,11,29.2
6/2/2025,2023,All-Drug,Locality,51191,Washington County,Mount Rogers,13,24.2
6/2/2025,2023,Cocaine,Locality,51191,Washington County,Mount Rogers,2,3.7
6/2/2025,2022,All-Drug,Locality,51530,Buena Vista City,Central Shenandoah,4,62.5
6/2/2025,2025†,Psychostimulant,Locality,51590,Danville City,Pittsylvania/Danville,0,0
6/2/2025,2023,Psychostimulant,Locality,51670,Hopewell City,Crater,5,22.3
6/2/2025,2023,Methadone,Locality,51107,Loudoun County,Loudoun,0,0
6/2/2025,2023,Methadone,Locality,51015,Augusta County,Central Shenandoah,0,0
6/2/2025,2025†,Methadone,Locality,51690,Martinsville City,West Piedmont,0,0
6/2/2025,2024^,Cocaine,Locality,51183,Sussex County,Crater,1,9.2
6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51033,Caroline County,Rappahannock,2,6.5
6/2/2025,2023,All-Drug,Locality,51999,Unknown,Unknown,2,N/A
6/2/2025,2025†,Benzodiazepine,Locality,51077,Grayson County,Mount Rogers,0,0
6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51127,New Kent County,Chickahominy,0,0
6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51580,Covington City,Alleghany,1,17.7
6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51147,Prince Edward County,Piedmont,0,0
6/2/2025,2022,Methadone,Locality,51043,Clarke County,Lord Fairfax,2,13.7
6/2/2025,2022,Methadone,Locality,51013,Arlington County,Arlington,0,0
6/2/2025,2022,Any Opioids,Locality,51017,Bath County,Central Shenandoah,0,0
6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51720,Norton City,Lenowisco,0,0
6/2/2025,2020,Methadone,Locality,51139,Page County,Lord Fairfax,1,4.2
6/2/2025,2022,Methadone,Locality,51165,Rockingham County,Central Shenandoah,2,2.4
6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51685,Manassas Park City,Prince William,1,5.6
6/2/2025,2024^,Methadone,Locality,51161,Roanoke County,Alleghany,0,0
6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51187,Warren County,Lord Fairfax,3,7.5
6/2/2025,2023,Heroin,Locality,51760,Richmond City,Richmond City,15,6.5
6/2/2025,2024^,Cocaine,Locality,51600,Fairfax City,Fairfax,1,4.3
6/2/2025,2021,Any Opioids,Locality,51045,Craig County,Alleghany,1,19.7
6/2/2025,2019,Psychostimulant,Locality,51135,Nottoway County,Piedmont,0,0
6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51630,Fredericksburg City,Rappahannock,0,0
6/2/2025,2021,Any Opioids,Locality,51141,Patrick County,West Piedmont,8,45.7
6/2/2025,2021,Psychostimulant,Locality,51540,Charlottesville City,Blue Ridge,1,2.1
6/2/2025,2021,Any Opioids,Locality,51069,Frederick County,Lord Fairfax,17,18.7
