data_extract_date,Overdose Death Year,drug_class,Overdose Death Geography Level,Overdose Death FIPS,vdh_geography_name,health_district,Overdose Death Count,"Overdose Death Rate per 100,000 Residents",year,fips,overdose_count,overdose_rate,locality_name,locality_type,labor_force,employed,unemployed,unemployment_rate,population
6/2/2025,2024^,Benzodiazepine,Locality,51041,Chesterfield County,Chesterfield,5,1.4,2024,51041,5,1.4,Chesterfield County,county,206789.0,200909.0,5880.0,2.8,394825.0
6/2/2025,2024^,Benzodiazepine,Locality,51043,Clarke County,Lord Fairfax,0,0,2024,51043,0,0.0,Clarke County,county,8256.0,8043.0,213.0,2.6,15565.0
6/2/2025,2024^,Benzodiazepine,Locality,51045,Craig County,Alleghany,0,0,2024,51045,0,0.0,Craig County,county,2107.0,2038.0,69.0,3.3,4766.0
6/2/2025,2024^,Benzodiazepine,Locality,51047,Culpeper County,Rappahannock/Rapidan,2,3.7,2024,51047,2,3.7,Culpeper County,county,28745.0,27995.0,750.0,2.6,55770.0
6/2/2025,2024^,Benzodiazepine,Locality,51049,Cumberland County,Piedmont,0,0,2024,51049,0,0.0,Cumberland County,county,5540.0,5391.0,149.0,2.7,9982.0
6/2/2025,2024^,Benzodiazepine,Locality,51051,Dickenson County,Cumberland Plateau,1,7.1,2024,51051,1,7.1,Dickenson County,county,4808.0,4608.0,200.0,4.2,13432.0
6/2/2025,2024^,Benzodiazepine,Locality,51053,Dinwiddie County,Crater,0,0,2024,51053,0,0.0,Dinwiddie County,county,14459.0,14016.0,443.0,3.1,28411.0
6/2/2025,2024^,Benzodiazepine,Locality,51057,Essex County,Three Rivers,0,0,2024,51057,0,0.0,Essex County,county,5021.0,4824.0,197.0,3.9,10411.0
6/2/2025,2024^,Benzodiazepine,Locality,51059,Fairfax County,Fairfax,8,0.7,2024,51059,8,0.7,Fairfax County,county,653125.0,636719.0,16406.0,2.5,1149595.0
6/2/2025,2024^,Benzodiazepine,Locality,51061,Fauquier County,Rappahannock/Rapidan,0,0,2024,51061,0,0.0,Fauquier County,county,42758.0,41758.0,1000.0,2.3,74563.0
6/2/2025,2024^,Benzodiazepine,Locality,51063,Floyd County,New River,1,6.3,2024,51063,1,6.3,Floyd County,county,8708.0,8478.0,230.0,2.6,15090.0
6/2/2025,2024^,Benzodiazepine,Locality,51065,Fluvanna County,Blue Ridge,0,0,2024,51065,0,0.0,Fluvanna County,county,14955.0,14591.0,364.0,2.4,28382.0
6/2/2025,2024^,Benzodiazepine,Locality,51067,Franklin County,West Piedmont,0,0,2024,51067,0,0.0,Franklin County,county,26630.0,25826.0,804.0,3.0,54127.0
6/2/2025,2024^,Benzodiazepine,Locality,51069,Frederick County,Lord Fairfax,1,1.1,2024,51069,1,1.1,Frederick County,county,51973.0,50624.0,1349.0,2.6,98977.0
6/2/2025,2024^,Benzodiazepine,Locality,51071,Giles County,New River,0,0,2024,51071,0,0.0,Giles County,county,7953.0,7707.0,246.0,3.1,16605.0
6/2/2025,2024^,Benzodiazepine,Locality,51073,Gloucester County,Three Rivers,0,0,2024,51073,0,0.0,Gloucester County,county,20721.0,20186.0,535.0,2.6,39019.0
6/2/2025,2024^,Benzodiazepine,Locality,51075,Goochland County,Chickahominy,0,0,2024,51075,0,0.0,Goochland County,county,13608.0,13230.0,378.0,2.8,27486.0
6/2/2025,2024^,Benzodiazepine,Locality,51077,Grayson County,Mount Rogers,0,0,2024,51077,0,0.0,Grayson County,county,7125.0,6906.0,219.0,3.1,15206.0
6/2/2025,2024^,Benzodiazepine,Locality,51079,Greene County,Blue Ridge,0,0,2024,51079,0,0.0,Greene County,county,11821.0,11532.0,289.0,2.4,21717.0
6/2/2025,2024^,Benzodiazepine,Locality,51081,Greensville County,Crater,0,0,2024,51081,0,0.0,Greensville County,county,3821.0,3652.0,169.0,4.4,10852.0
6/2/2025,2024^,Benzodiazepine,Locality,51083,Halifax County,Southside,0,0,2024,51083,0,0.0,Halifax County,county,14788.0,14169.0,619.0,4.2,32817.0
6/2/2025,2024^,Benzodiazepine,Locality,51085,Hanover County,Chickahominy,2,1.8,2024,51085,2,1.8,Hanover County,county,62896.0,61302.0,1594.0,2.5,114420.0
6/2/2025,2024^,Benzodiazepine,Locality,51087,Henrico County,Henrico,1,0.3,2024,51087,1,0.3,Henrico County,county,187213.0,181737.0,5476.0,2.9,345973.0
6/2/2025,2024^,Benzodiazepine,Locality,51089,Henry County,West Piedmont,0,0,2024,51089,0,0.0,Henry County,county,21469.0,20620.0,849.0,4.0,48726.0
6/2/2025,2024^,Benzodiazepine,Locality,51091,Highland County,Central Shenandoah,0,0,2024,51091,0,0.0,Highland County,county,1146.0,1113.0,33.0,2.9,2285.0
6/2/2025,2024^,Benzodiazepine,Locality,51093,Isle of Wight County,Western Tidewater,1,2.7,2024,51093,1,2.7,Isle of Wight County,county,20977.0,20400.0,577.0,2.8,41048.0
6/2/2025,2024^,Benzodiazepine,Locality,51095,James City County,Peninsula,0,0,2024,51095,0,0.0,James City County,city,38427.0,37333.0,1094.0,2.8,81826.0
6/2/2025,2024^,Benzodiazepine,Locality,51097,King and Queen County,Three Rivers,0,0,2024,51097,0,0.0,King and Queen County,county,3621.0,3516.0,105.0,2.9,6763.0
6/2/2025,2024^,Benzodiazepine,Locality,51099,King George County,Rappahannock,0,0,2024,51099,0,0.0,King George County,county,15001.0,14595.0,406.0,2.7,28250.0
6/2/2025,2024^,Benzodiazepine,Locality,51101,King William County,Three Rivers,1,5.7,2024,51101,1,5.7,King William County,county,10597.0,10325.0,272.0,2.6,18826.0
6/2/2025,2024^,Benzodiazepine,Locality,51103,Lancaster County,Three Rivers,0,0,2024,51103,0,0.0,Lancaster County,county,4741.0,4537.0,204.0,4.3,10908.0
6/2/2025,2024^,Benzodiazepine,Locality,51105,Lee County,Lenowisco,1,4.3,2024,51105,1,4.3,Lee County,county,7793.0,7504.0,289.0,3.7,21610.0
6/2/2025,2024^,Benzodiazepine,Locality,51107,Loudoun County,Loudoun,3,0.7,2024,51107,3,0.7,Loudoun County,county,254773.0,248477.0,6296.0,2.5,439217.0
6/2/2025,2024^,Benzodiazepine,Locality,51109,Louisa County,Blue Ridge,0,0,2024,51109,0,0.0,Louisa County,county,19199.0,18624.0,575.0,3.0,41428.0
6/2/2025,2024^,Benzodiazepine,Locality,51111,Lunenburg County,Piedmont,0,0,2024,51111,0,0.0,Lunenburg County,county,4702.0,4528.0,174.0,3.7,12059.0
6/2/2025,2024^,Benzodiazepine,Locality,51113,Madison County,Rappahannock/Rapidan,0,0,2024,51113,0,0.0,Madison County,county,7272.0,7088.0,184.0,2.5,13982.0
6/2/2025,2024^,Benzodiazepine,Locality,51115,Mathews County,Three Rivers,0,0,2024,51115,0,0.0,Mathews County,county,3657.0,3547.0,110.0,3.0,8407.0
6/2/2025,2024^,Benzodiazepine,Locality,51117,Mecklenburg County,Southside,0,0,2024,51117,0,0.0,Mecklenburg County,county,14179.0,13709.0,470.0,3.3,30333.0
6/2/2025,2024^,Benzodiazepine,Locality,51119,Middlesex County,Three Rivers,0,0,2024,51119,0,0.0,Middlesex County,county,4950.0,4810.0,140.0,2.8,10883.0
6/2/2025,2024^,Benzodiazepine,Locality,51121,Montgomery County,New River,1,1,2024,51121,1,1.0,Montgomery County,county,51308.0,49752.0,1556.0,3.0,102125.0
6/2/2025,2024^,Benzodiazepine,Locality,51125,Nelson County,Blue Ridge,0,0,2024,51125,0,0.0,Nelson County,county,7190.0,6997.0,193.0,2.7,14788.0
6/2/2025,2024^,Benzodiazepine,Locality,51127,New Kent County,Chickahominy,0,0,2024,51127,0,0.0,New Kent County,county,14201.0,13847.0,354.0,2.5,26808.0
6/2/2025,2024^,Benzodiazepine,Locality,51131,Northampton County,Eastern Shore,0,0,2024,51131,0,0.0,Northampton County,county,5449.0,5252.0,197.0,3.6,12150.0
6/2/2025,2024^,Benzodiazepine,Locality,51133,Northumberland County,Three Rivers,0,0,2024,51133,0,0.0,Northumberland County,county,4597.0,4382.0,215.0,4.7,11813.0
6/2/2025,2024^,Benzodiazepine,Locality,51135,Nottoway County,Piedmont,0,0,2024,51135,0,0.0,Nottoway County,county,5873.0,5666.0,207.0,3.5,15647.0
6/2/2025,2024^,Benzodiazepine,Locality,51137,Orange County,Rappahannock/Rapidan,1,2.7,2024,51137,1,2.7,Orange County,county,18568.0,18037.0,531.0,2.9,38778.0
6/2/2025,2024^,Benzodiazepine,Locality,51139,Page County,Lord Fairfax,0,0,2024,51139,0,0.0,Page County,county,12033.0,11606.0,427.0,3.5,23523.0
6/2/2025,2024^,Benzodiazepine,Locality,51141,Patrick County,West Piedmont,0,0,2024,51141,0,0.0,Patrick County,county,7735.0,7487.0,248.0,3.2,16985.0
6/2/2025,2024^,Benzodiazepine,Locality,51143,Pittsylvania County,Pittsylvania/Danville,1,1.7,2024,51143,1,1.7,Pittsylvania County,county,28357.0,27400.0,957.0,3.4,58913.0
6/2/2025,2024^,Benzodiazepine,Locality,51145,Powhatan County,Chesterfield,0,0,2024,51145,0,0.0,Powhatan County,county,17471.0,17064.0,407.0,2.3,31873.0
6/2/2025,2024^,Benzodiazepine,Locality,51147,Prince Edward County,Piedmont,1,4.3,2024,51147,1,4.3,Prince Edward County,county,8741.0,8343.0,398.0,4.6,22548.0
6/2/2025,2024^,Benzodiazepine,Locality,51149,Prince George County,Crater,0,0,2024,51149,0,0.0,Prince George County,county,17169.0,16682.0,487.0,2.8,42657.0
6/2/2025,2024^,Benzodiazepine,Locality,51153,Prince William County,Prince William,8,1.7,2024,51153,8,1.7,Prince William County,county,270786.0,263598.0,7188.0,2.7,497853.0
6/2/2025,2024^,Benzodiazepine,Locality,51155,Pulaski County,New River,5,14.7,2024,51155,5,14.7,Pulaski County,county,16260.0,15751.0,509.0,3.1,33108.0
6/2/2025,2024^,Benzodiazepine,Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0,2024,51157,0,0.0,Rappahannock County,county,3753.0,3656.0,97.0,2.6,7469.0
6/2/2025,2024^,Benzodiazepine,Locality,51159,Richmond County,Three Rivers,0,0,2024,51159,0,0.0,Richmond County,county,3351.0,3227.0,124.0,3.7,9290.0
6/2/2025,2024^,Benzodiazepine,Locality,51161,Roanoke County,Alleghany,2,2.1,2024,51161,2,2.1,Roanoke County,county,50117.0,48768.0,1349.0,2.7,96497.0
6/2/2025,2024^,Benzodiazepine,Locality,51163,Rockbridge County,Central Shenandoah,0,0,2024,51163,0,0.0,Rockbridge County,county,11179.0,10886.0,293.0,2.6,22583.0
6/2/2025,2024^,Benzodiazepine,Locality,51165,Rockingham County,Central Shenandoah,2,2.4,2024,51165,2,2.4,Rockingham County,county,46036.0,44894.0,1142.0,2.5,87051.0
6/2/2025,2024^,Benzodiazepine,Locality,51167,Russell County,Cumberland Plateau,1,3.8,2024,51167,1,3.8,Russell County,county,9447.0,9076.0,371.0,3.9,24965.0
6/2/2025,2024^,Benzodiazepine,Locality,51169,Scott County,Lenowisco,0,0,2024,51169,0,0.0,Scott County,county,8185.0,7904.0,281.0,3.4,21274.0
6/2/2025,2024^,Benzodiazepine,Locality,51171,Shenandoah County,Lord Fairfax,1,2.3,2024,51171,1,2.3,Shenandoah County,county,22120.0,21485.0,635.0,2.9,44942.0
6/2/2025,2024^,Benzodiazepine,Locality,51173,Smyth County,Mount Rogers,2,6.6,2024,51173,2,6.6,Smyth County,county,12430.0,11965.0,465.0,3.7,28790.0
6/2/2025,2024^,Benzodiazepine,Locality,51175,Southampton County,Western Tidewater,0,0,2024,51175,0,0.0,Southampton County,county,8149.0,7918.0,231.0,2.8,17769.0
6/2/2025,2024^,Benzodiazepine,Locality,51177,Spotsylvania County,Rappahannock,3,2.2,2024,51177,3,2.2,Spotsylvania County,county,79801.0,77546.0,2255.0,2.8,149920.0
6/2/2025,2024^,Benzodiazepine,Locality,51179,Stafford County,Rappahannock,2,1.3,2024,51179,2,1.3,Stafford County,county,86113.0,83754.0,2359.0,2.7,167455.0
6/2/2025,2024^,Benzodiazepine,Locality,51181,Surry County,Crater,0,0,2024,51181,0,0.0,Surry County,county,3387.0,3288.0,99.0,2.9,6558.0
6/2/2025,2024^,Benzodiazepine,Locality,51183,Sussex County,Crater,0,0,2024,51183,0,0.0,Sussex County,county,4671.0,4505.0,166.0,3.6,9897.0
6/2/2025,2024^,Benzodiazepine,Locality,51185,Tazewell County,Cumberland Plateau,2,4.9,2024,51185,2,4.9,Tazewell County,county,14863.0,14242.0,621.0,4.2,38572.0
6/2/2025,2024^,Benzodiazepine,Locality,51187,Warren County,Lord Fairfax,1,2.5,2024,51187,1,2.5,Warren County,county,21891.0,21291.0,600.0,2.7,41732.0
6/2/2025,2024^,Benzodiazepine,Locality,51191,Washington County,Mount Rogers,0,0,2024,51191,0,0.0,Washington County,county,24717.0,23954.0,763.0,3.1,53369.0
6/2/2025,2024^,Benzodiazepine,Locality,51193,Westmoreland County,Three Rivers,0,0,2024,51193,0,0.0,Westmoreland County,county,7746.0,7422.0,324.0,4.2,19487.0
6/2/2025,2024^,Benzodiazepine,Locality,51195,Wise County,Lenowisco,0,0,2024,51195,0,0.0,Wise County,county,13242.0,12736.0,506.0,3.8,34820.0
6/2/2025,2024^,Benzodiazepine,Locality,51197,Wythe County,Mount Rogers,0,0,2024,51197,0,0.0,Wythe County,county,14438.0,14007.0,431.0,3.0,27915.0
6/2/2025,2024^,Benzodiazepine,Locality,51199,York County,Peninsula,0,0,2024,51199,0,0.0,York County,county,33938.0,33022.0,916.0,2.7,72789.0
6/2/2025,2024^,Benzodiazepine,Locality,51510,Alexandria City,Alexandria,2,1.3,2024,51510,2,1.3,Alexandria city,city,101530.0,99043.0,2487.0,2.4,159363.0
6/2/2025,2024^,Benzodiazepine,Locality,51520,Bristol City,Mount Rogers,0,0,2024,51520,0,0.0,Bristol city,city,7586.0,7316.0,270.0,3.6,16512.0
6/2/2025,2024^,Benzodiazepine,Locality,51530,Buena Vista City,Central Shenandoah,0,0,2024,51530,0,0.0,Buena Vista city,city,3172.0,3078.0,94.0,3.0,6632.0
6/2/2025,2024^,Benzodiazepine,Locality,51540,Charlottesville City,Blue Ridge,0,0,2024,51540,0,0.0,Charlottesville city,city,25322.0,24709.0,613.0,2.4,51743.0
6/2/2025,2024^,Benzodiazepine,Locality,51550,Chesapeake City,Chesapeake,2,0.8,2024,51550,2,0.8,Chesapeake city,city,126922.0,123269.0,3653.0,2.9,253261.0
6/2/2025,2024^,Benzodiazepine,Locality,51570,Colonial Heights City,Chesterfield,0,0,2024,51570,0,0.0,Colonial Heights city,city,9441.0,9144.0,297.0,3.1,18169.0
6/2/2025,2024^,Benzodiazepine,Locality,51580,Covington City,Alleghany,0,0,2024,51580,0,0.0,Covington city,city,2209.0,2118.0,91.0,4.1,5525.0
6/2/2025,2024^,Benzodiazepine,Locality,51590,Danville City,Pittsylvania/Danville,2,5,2024,51590,2,5.0,Danville city,city,18054.0,17126.0,928.0,5.1,42700.0
6/2/2025,2024^,Benzodiazepine,Locality,51595,Emporia City,Crater,0,0,2024,51595,0,0.0,Emporia city,city,2362.0,2226.0,136.0,5.8,5612.0
6/2/2025,2024^,Benzodiazepine,Locality,51600,Fairfax City,Fairfax,0,0,2024,51600,0,0.0,Fairfax city,city,14371.0,14030.0,341.0,2.4,24043.0
6/2/2025,2024^,Benzodiazepine,Locality,51610,Falls Church City,Fairfax,0,0,2024,51610,0,0.0,Falls Church city,city,8386.0,8183.0,203.0,2.4,15868.0
6/2/2025,2024^,Benzodiazepine,Locality,51620,Franklin City,Western Tidewater,0,0,2024,51620,0,0.0,Franklin city,city,3627.0,3484.0,143.0,3.9,8130.0
6/2/2025,2024^,Benzodiazepine,Locality,51630,Fredericksburg City,Rappahannock,0,0,2024,51630,0,0.0,Fredericksburg city,city,16408.0,15906.0,502.0,3.1,28029.0
6/2/2025,2024^,Benzodiazepine,Locality,51640,Galax City,Mount Rogers,0,0,2024,51640,0,0.0,Galax city,city,2977.0,2874.0,103.0,3.5,6797.0
6/2/2025,2024^,Benzodiazepine,Locality,51650,Hampton City,Hampton,1,0.7,2024,51650,1,0.7,Hampton city,city,67433.0,64997.0,2436.0,3.6,136793.0
6/2/2025,2024^,Benzodiazepine,Locality,51660,Harrisonburg City,Central Shenandoah,0,0,2024,51660,0,0.0,Harrisonburg city,city,26367.0,25492.0,875.0,3.3,56879.0
6/2/2025,2024^,Benzodiazepine,Locality,51670,Hopewell City,Crater,0,0,2024,51670,0,0.0,Hopewell city,city,10220.0,9788.0,432.0,4.2,22561.0
6/2/2025,2024^,Benzodiazepine,Locality,51678,Lexington City,Central Shenandoah,0,0,2024,51678,0,0.0,Lexington city,city,3445.0,3301.0,144.0,4.2,7340.0
6/2/2025,2024^,Benzodiazepine,Locality,51680,Lynchburg City,Central Virginia,0,0,2024,51680,0,0.0,Lynchburg city,city,37728.0,36289.0,1439.0,3.8,81782.0
6/2/2025,2024^,Benzodiazepine,Locality,51683,Manassas City,Prince William,1,2.4,2024,51683,1,2.4,Manassas city,city,24303.0,23705.0,598.0,2.5,42913.0
6/2/2025,2024^,Benzodiazepine,Locality,51685,Manassas Park City,Prince William,0,0,2024,51685,0,0.0,Manassas Park city,city,10172.0,9926.0,246.0,2.4,17537.0
6/2/2025,2024^,Benzodiazepine,Locality,51690,Martinsville City,West Piedmont,0,0,2024,51690,0,0.0,Martinsville city,city,6194.0,5911.0,283.0,4.6,13268.0
6/2/2025,2024^,Benzodiazepine,Locality,51700,Newport News City,Peninsula,4,2.2,2024,51700,4,2.2,Newport News city,city,89837.0,86761.0,3076.0,3.4,182621.0
6/2/2025,2024^,Benzodiazepine,Locality,51710,Norfolk City,Norfolk City,2,0.8,2024,51710,2,0.8,Norfolk city,city,108301.0,104619.0,3682.0,3.4,245406.0
6/2/2025,2024^,Benzodiazepine,Locality,51720,Norton City,Lenowisco,0,0,2024,51720,0,0.0,Norton city,city,1511.0,1458.0,53.0,3.5,3776.0
6/2/2025,2024^,Benzodiazepine,Locality,51730,Petersburg City,Crater,1,3.3,2024,51730,1,3.3,Petersburg city,city,15242.0,14505.0,737.0,4.8,34475.0
6/2/2025,2024^,Benzodiazepine,Locality,51735,Poquoson City,Peninsula,0,0,2024,51735,0,0.0,Poquoson city,city,6820.0,6655.0,165.0,2.4,12966.0
6/2/2025,2024^,Benzodiazepine,Locality,51740,Portsmouth City,Portsmouth,0,0,2024,51740,0,0.0,Portsmouth city,city,44426.0,42747.0,1679.0,3.8,95240.0
6/2/2025,2024^,Benzodiazepine,Locality,51750,Radford City,New River,0,0,2024,51750,0,0.0,Radford city,city,9006.0,8676.0,330.0,3.7,17293.0
6/2/2025,2024^,Benzodiazepine,Locality,51760,Richmond City,Richmond City,6,2.6,2024,51760,6,2.6,Richmond city,city,131163.0,126903.0,4260.0,3.2,233039.0
6/2/2025,2024^,Benzodiazepine,Locality,51770,Roanoke City,Roanoke City,3,3,2024,51770,3,3.0,Roanoke city,city,49009.0,47421.0,1588.0,3.2,99504.0
6/2/2025,2024^,Benzodiazepine,Locality,51775,Salem City,Alleghany,1,3.9,2024,51775,1,3.9,Salem city,city,13412.0,13027.0,385.0,2.9,25099.0
6/2/2025,2024^,Benzodiazepine,Locality,51790,Staunton City,Central Shenandoah,0,0,2024,51790,0,0.0,Staunton city,city,13035.0,12673.0,362.0,2.8,25971.0
6/2/2025,2024^,Benzodiazepine,Locality,51800,Suffolk City,Western Tidewater,2,2.1,2024,51800,2,2.1,Suffolk city,city,49927.0,48438.0,1489.0,3.0,102572.0
6/2/2025,2024^,Benzodiazepine,Locality,51810,Virginia Beach City,Virginia Beach,9,2,2024,51810,9,2.0,Virginia Beach city,city,235565.0,229092.0,6473.0,2.7,452965.0
6/2/2025,2024^,Benzodiazepine,Locality,51820,Waynesboro City,Central Shenandoah,0,0,2024,51820,0,0.0,Waynesboro city,city,11918.0,11593.0,325.0,2.7,22938.0
6/2/2025,2024^,Benzodiazepine,Locality,51830,Williamsburg City,Peninsula,0,0,2024,51830,0,0.0,Williamsburg city,city,7124.0,6823.0,301.0,4.2,15690.0
6/2/2025,2024^,Benzodiazepine,Locality,51840,Winchester City,Lord Fairfax,0,0,2024,51840,0,0.0,Winchester city,city,15240.0,14797.0,443.0,2.9,29294.0
6/2/2025,2019,Cocaine,Locality,51001,Accomack County,Eastern Shore,2,6.2,2019,51001,2,6.2,Accomack County,county,15087.0,14499.0,588.0,3.9,33495.0
6/2/2025,2019,Cocaine,Locality,51003,Albemarle County,Blue Ridge,0,0,2019,51003,0,0.0,Albemarle County,county,57828.0,56401.0,1427.0,2.5,109987.0
6/2/2025,2019,Cocaine,Locality,51005,Alleghany County,Alleghany,0,0,2019,51005,0,0.0,Alleghany County,county,6449.0,6214.0,235.0,3.6,15306.0
6/2/2025,2019,Cocaine,Locality,51007,Amelia County,Piedmont,2,15.2,2019,51007,2,15.2,Amelia County,county,6321.0,6125.0,196.0,3.1,13167.0
6/2/2025,2019,Cocaine,Locality,51009,Amherst County,Central Virginia,2,6.3,2019,51009,2,6.3,Amherst County,county,15663.0,15189.0,474.0,3.0,31658.0
6/2/2025,2019,Cocaine,Locality,51011,Appomattox County,Central Virginia,0,0,2019,51011,0,0.0,Appomattox County,county,7872.0,7625.0,247.0,3.1,15866.0
6/2/2025,2019,Cocaine,Locality,51013,Arlington County,Arlington,3,1.3,2019,51013,3,1.3,Arlington County,county,151576.0,148663.0,2913.0,1.9,240380.0
6/2/2025,2019,Cocaine,Locality,51015,Augusta County,Central Shenandoah,0,0,2019,51015,0,0.0,Augusta County,county,39139.0,38229.0,910.0,2.3,75949.0
6/2/2025,2019,Cocaine,Locality,51017,Bath County,Central Shenandoah,0,0,2019,51017,0,0.0,Bath County,county,2167.0,2108.0,59.0,2.7,4389.0
6/2/2025,2019,Cocaine,Locality,51019,Bedford County,Central Virginia,0,0,2019,51019,0,0.0,Bedford County,county,38664.0,37579.0,1085.0,2.8,78793.0
6/2/2025,2019,Cocaine,Locality,51021,Bland County,Mount Rogers,0,0,2019,51021,0,0.0,Bland County,county,2632.0,2555.0,77.0,2.9,6467.0
6/2/2025,2019,Cocaine,Locality,51023,Botetourt County,Alleghany,2,6,2019,51023,2,6.0,Botetourt County,county,16618.0,16184.0,434.0,2.6,33394.0
6/2/2025,2019,Cocaine,Locality,51025,Brunswick County,Southside,1,6.2,2019,51025,1,6.2,Brunswick County,county,6608.0,6334.0,274.0,4.1,16128.0
6/2/2025,2019,Cocaine,Locality,51027,Buchanan County,Cumberland Plateau,1,4.8,2019,51027,1,4.8,Buchanan County,county,6635.0,6269.0,366.0,5.5,20695.0
6/2/2025,2019,Cocaine,Locality,51029,Buckingham County,Piedmont,0,0,2019,51029,0,0.0,Buckingham County,county,7222.0,6960.0,262.0,3.6,16850.0
6/2/2025,2019,Cocaine,Locality,51031,Campbell County,Central Virginia,1,1.8,2019,51031,1,1.8,Campbell County,county,28167.0,27370.0,797.0,2.8,54995.0
6/2/2025,2019,Cocaine,Locality,51033,Caroline County,Rappahannock,1,3.3,2019,51033,1,3.3,Caroline County,county,15210.0,14731.0,479.0,3.1,30344.0
6/2/2025,2019,Cocaine,Locality,51035,Carroll County,Mount Rogers,0,0,2019,51035,0,0.0,Carroll County,county,12509.0,12052.0,457.0,3.7,29077.0
6/2/2025,2019,Cocaine,Locality,51036,Charles City County,Chickahominy,0,0,2019,51036,0,0.0,Charles City County,city,3551.0,3428.0,123.0,3.5,6847.0
6/2/2025,2019,Cocaine,Locality,51037,Charlotte County,Piedmont,2,16.8,2019,51037,2,16.8,Charlotte County,county,4926.0,4747.0,179.0,3.6,11689.0
6/2/2025,2019,Cocaine,Locality,51041,Chesterfield County,Chesterfield,27,7.7,2019,51041,27,7.7,Chesterfield County,county,189254.0,184087.0,5167.0,2.7,354923.0
6/2/2025,2019,Cocaine,Locality,51043,Clarke County,Lord Fairfax,1,6.8,2019,51043,1,6.8,Clarke County,county,7652.0,7465.0,187.0,2.4,14533.0
6/2/2025,2019,Cocaine,Locality,51045,Craig County,Alleghany,0,0,2019,51045,0,0.0,Craig County,county,2092.0,2022.0,70.0,3.3,4810.0
6/2/2025,2019,Cocaine,Locality,51047,Culpeper County,Rappahannock/Rapidan,3,5.7,2019,51047,3,5.7,Culpeper County,county,26362.0,25731.0,631.0,2.4,51443.0
6/2/2025,2019,Cocaine,Locality,51049,Cumberland County,Piedmont,1,10.1,2019,51049,1,10.1,Cumberland County,county,5172.0,5037.0,135.0,2.6,9749.0
6/2/2025,2019,Cocaine,Locality,51051,Dickenson County,Cumberland Plateau,0,0,2019,51051,0,0.0,Dickenson County,county,4807.0,4581.0,226.0,4.7,14394.0
6/2/2025,2019,Cocaine,Locality,51053,Dinwiddie County,Crater,1,3.5,2019,51053,1,3.5,Dinwiddie County,county,14008.0,13581.0,427.0,3.0,28122.0
6/2/2025,2019,Cocaine,Locality,51057,Essex County,Three Rivers,0,0,2019,51057,0,0.0,Essex County,county,4924.0,4737.0,187.0,3.8,10636.0
6/2/2025,2019,Cocaine,Locality,51059,Fairfax County,Fairfax,27,2.4,2019,51059,27,2.4,Fairfax County,county,635762.0,621434.0,14328.0,2.3,1148957.0
6/2/2025,2019,Cocaine,Locality,51061,Fauquier County,Rappahannock/Rapidan,5,7,2019,51061,5,7.0,Fauquier County,county,40187.0,39276.0,911.0,2.3,71612.0
6/2/2025,2019,Cocaine,Locality,51063,Floyd County,New River,0,0,2019,51063,0,0.0,Floyd County,county,8138.0,7933.0,205.0,2.5,15461.0
6/2/2025,2019,Cocaine,Locality,51065,Fluvanna County,Blue Ridge,0,0,2019,51065,0,0.0,Fluvanna County,county,13867.0,13544.0,323.0,2.3,26896.0
6/2/2025,2019,Cocaine,Locality,51067,Franklin County,West Piedmont,0,0,2019,51067,0,0.0,Franklin County,county,25342.0,24594.0,748.0,3.0,54352.0
6/2/2025,2019,Cocaine,Locality,51069,Frederick County,Lord Fairfax,4,4.5,2019,51069,4,4.5,Frederick County,county,46339.0,45177.0,1162.0,2.5,89089.0
6/2/2025,2019,Cocaine,Locality,51071,Giles County,New River,0,0,2019,51071,0,0.0,Giles County,county,7659.0,7406.0,253.0,3.3,16991.0
6/2/2025,2019,Cocaine,Locality,51073,Gloucester County,Three Rivers,0,0,2019,51073,0,0.0,Gloucester County,county,19653.0,19145.0,508.0,2.6,38327.0
6/2/2025,2019,Cocaine,Locality,51075,Goochland County,Chickahominy,1,4.2,2019,51075,1,4.2,Goochland County,county,11896.0,11576.0,320.0,2.7,24328.0
6/2/2025,2019,Cocaine,Locality,51077,Grayson County,Mount Rogers,0,0,2019,51077,0,0.0,Grayson County,county,6794.0,6567.0,227.0,3.3,15422.0
6/2/2025,2019,Cocaine,Locality,51079,Greene County,Blue Ridge,1,5,2019,51079,1,5.0,Greene County,county,10968.0,10721.0,247.0,2.3,20291.0
6/2/2025,2019,Cocaine,Locality,51081,Greensville County,Crater,0,0,2019,51081,0,0.0,Greensville County,county,3864.0,3718.0,146.0,3.8,11301.0
6/2/2025,2019,Cocaine,Locality,51083,Halifax County,Southside,2,5.9,2019,51083,2,5.9,Halifax County,county,14872.0,14267.0,605.0,4.1,34216.0
6/2/2025,2019,Cocaine,Locality,51085,Hanover County,Chickahominy,4,3.7,2019,51085,4,3.7,Hanover County,county,58851.0,57424.0,1427.0,2.4,108611.0
6/2/2025,2019,Cocaine,Locality,51087,Henrico County,Henrico,32,9.7,2019,51087,32,9.7,Henrico County,county,182205.0,177157.0,5048.0,2.8,328796.0
6/2/2025,2019,Cocaine,Locality,51089,Henry County,West Piedmont,4,7.9,2019,51089,4,7.9,Henry County,county,21094.0,20310.0,784.0,3.7,51236.0
